           1        -240  -12.000000000000000     
           2        -296  -26.000000000000000     
           3        -292  -6.0000000000000000     
           4        -332   0.0000000000000000     
           5        -360   10.000000000000000     
           6        -392   4.0000000000000000     
           7        -384  -20.000000000000000     
           8        -392  -12.000000000000000     
           9        -396   6.0000000000000000     
          10        -412   4.0000000000000000     
          11        -408   10.000000000000000     
          12        -412   12.000000000000000     
          13        -372  -2.0000000000000000     
          14        -376  -16.000000000000000     
          15        -328  -26.000000000000000     
          16        -420  -20.000000000000000     
          17        -400  -24.000000000000000     
          18        -412   0.0000000000000000     
          19        -432   10.000000000000000     
          20        -468   16.000000000000000     
          21        -424   6.0000000000000000     
          22        -420   32.000000000000000     
          23        -408   14.000000000000000     
          24        -432   22.000000000000000     
          25        -388   26.000000000000000     
          26        -400   10.000000000000000     
          27        -368   2.0000000000000000     
          28        -388   32.000000000000000     
          29        -416   2.0000000000000000     
          30        -388   22.000000000000000     
          31        -396   18.000000000000000     
          32        -416   2.0000000000000000     
          33        -432   24.000000000000000     
          34        -424  -8.0000000000000000     
          35        -436  -14.000000000000000     
          36        -444  -34.000000000000000     
          37        -456  -28.000000000000000     
          38        -436  -28.000000000000000     
          39        -448  -34.000000000000000     
          40        -452  -54.000000000000000     
          41        -428  -58.000000000000000     
          42        -416  -50.000000000000000     
          43        -432  -72.000000000000000     
          44        -408  -76.000000000000000     
          45        -448  -72.000000000000000     
          46        -412  -72.000000000000000     
          47        -460  -66.000000000000000     
          48        -480  -78.000000000000000     
          49        -444  -86.000000000000000     
          50        -464  -74.000000000000000     
          51        -436  -62.000000000000000     
          52        -436  -50.000000000000000     
          53        -420  -50.000000000000000     
          54        -440  -34.000000000000000     
          55        -444  -32.000000000000000     
          56        -460  -28.000000000000000     
          57        -452  -36.000000000000000     
          58        -456  -50.000000000000000     
          59        -440  -50.000000000000000     
          60        -388  -50.000000000000000     
          61        -420  -40.000000000000000     
          62        -412  -22.000000000000000     
          63        -416  -12.000000000000000     
          64        -440   4.0000000000000000     
          65        -472  -4.0000000000000000     
          66        -452   0.0000000000000000     
          67        -480   4.0000000000000000     
          68        -428   2.0000000000000000     
          69        -412   4.0000000000000000     
          70        -484   34.000000000000000     
          71        -460   34.000000000000000     
          72        -392   70.000000000000000     
          73        -464   56.000000000000000     
          74        -444   68.000000000000000     
          75        -472   56.000000000000000     
          76        -468   66.000000000000000     
          77        -492   74.000000000000000     
          78        -508   92.000000000000000     
          79        -448   78.000000000000000     
          80        -444   84.000000000000000     
          81        -492   104.00000000000000     
          82        -396   82.000000000000000     
          83        -464   100.00000000000000     
          84        -436   92.000000000000000     
          85        -468   104.00000000000000     
          86        -504   122.00000000000000     
          87        -516   118.00000000000000     
          88        -456   92.000000000000000     
          89        -480   114.00000000000000     
          90        -472   108.00000000000000     
          91        -416   82.000000000000000     
          92        -424   58.000000000000000     
          93        -408   48.000000000000000     
          94        -448   64.000000000000000     
          95        -472   48.000000000000000     
          96        -500   62.000000000000000     
          97        -484   66.000000000000000     
          98        -540   54.000000000000000     
          99        -464   40.000000000000000     
         100        -448   42.000000000000000     
         101        -416   18.000000000000000     
         102        -428   52.000000000000000     
         103        -388   40.000000000000000     
         104        -396   38.000000000000000     
         105        -440   44.000000000000000     
         106        -452   50.000000000000000     
         107        -424   34.000000000000000     
         108        -420   48.000000000000000     
         109        -428   46.000000000000000     
